article,available_sizes,beautyDiscount,brandName,brand_route,brand_title,colection,discount,discountId,hasVariantPrice,id,image,image_count,images,item,line,mannequins,maxPrice,maxPriceOld,minPrice,minPriceOld,model,monoBrand,newIn,outfit,price,priceInStore,priceOld,route,season,sizeTable_name,sizeTable_show,sizeTable_title,title,variant_count,warehouse
S074,42,,Gabriela Hearst,/az/brands/gabriela-hearst,Gabriela Hearst,wom,20,,False,182971,182971-7cf41cf6d339918d981a50f1ad88250c.jpg,5,"182971-7cf41cf6d339918d981a50f1ad88250c.jpg, 182971-15e468576c2318af3271e8764e0e5f52.jpg, 182971-808da3019c7db43217d4bcfd1cdec9da.jpg, 182971-f029ab4f22a1edec79a478c1e6796d76.jpg, 182971-61a4182c95074bfc5bec1080a46597e2.jpg",pants,RTW,,841.6,1052,841.6,1052,2232179,False,False,182971-15e468576c2318af3271e8764e0e5f52.jpg,841.6,False,1052,/az/products/kemerli-ipek-salvar-182971,2023,it,False,IT,Kəmərli ipək şalvar,1,Premium
D008,"26, 29, 28",,Patrizia Pepe,/az/brands/patrizia-pepe,Patrizia Pepe,wom,20,,False,182961,182961-51e228488f1f2be65b529556e01c2714.jpg,6,"182961-51e228488f1f2be65b529556e01c2714.jpg, 182961-efa37bfaf2df7863e8b2fed34790d6e2.jpg, 182961-2a0e6b957e8501fb3fd1a8d1dc7ae778.jpg, 182961-6c36f31f59e84137cfdf014df0b28902.jpg, 182961-5ba082189add28c3464737234b4ba8a0.jpg, 182961-06fd7f8f9fb6370cfd35f795310478a6.jpg",jeans,RTW,,166.4,208,166.4,208,2P1419,False,False,182961-efa37bfaf2df7863e8b2fed34790d6e2.jpg,166.4,False,208,/az/products/klyos-bicimli-denim-salvar-182961,2022,denim,True,DENIM,Klyoş biçimli denim şalvar,3,Premium
2645,38,,Ralph Lauren,/az/brands/ralphlauren,Ralph Lauren,wom,20,,False,182960,182960-1ad85400802e806bc513d287c700dfa9.jpg,5,"182960-1ad85400802e806bc513d287c700dfa9.jpg, 182960-595b084b55a38daa59e32a3a6ca6035c.jpg, 182960-e76565f48cdb3815ce2b8b39d721c53b.jpg, 182960-3ee4738de9d6854320e7efb70f7e7775.jpg, 182960-0db843de774d3a66f3bd668263fd3a92.jpg",skirt,PURPLE,,923.2,1154,923.2,1154,29091,False,False,182960-595b084b55a38daa59e32a3a6ca6035c.jpg,923.2,False,1154,/az/products/ipek-emilien-etek-182960,2023,it,False,IT,İpək Emilien ətək,1,Premium
1621,36,,Alberta Ferretti,/az/brands/albertaferretti,Alberta Ferretti,wom,20,,False,182946,182946-f8ee52908d1a0a137484470ac4d12037.jpg,4,"182946-f8ee52908d1a0a137484470ac4d12037.jpg, 182946-0d801fa42861ea4e9a94f4bbd48072ea.jpg, 182946-ee854b1c896060b7e6c13af059795a74.jpg, 182946-ee71a6687dea1328ae7cc2410874901c.jpg",dress,RTW,,812.8,1016,812.8,1016,A0417,False,False,182946-0d801fa42861ea4e9a94f4bbd48072ea.jpg,812.8,False,1016,/az/products/tek-ciyinli-maksi-don-182946,2023,it,False,IT,Tək çiyinli maksi don,1,Premium
4217,46,,Lorena Antoniazzi,/az/brands/lorenaantoniazzi,Lorena Antoniazzi,wom,20,,False,182933,182933-b573a4d682ccb64d333784ac10caf12c.jpg,5,"182933-b573a4d682ccb64d333784ac10caf12c.jpg, 182933-c38a5336150d2fb1a45a529d550dbaad.jpg, 182933-021ebe32a6b07f080fc3b8fbf9089cc6.jpg, 182933-484f6a9f32eca1af4a1fbc4609e874ca.jpg, 182933-8d66f6668fc309b2093821aac0fc44b6.jpg",top,RTW,,185.6,232,185.6,232,E2369TS36A,False,False,182933-c38a5336150d2fb1a45a529d550dbaad.jpg,185.6,False,232,/az/products/duz-bicimli-top-182933,2023,it,False,IT,Düz biçimli top,1,Premium
E23JANICE,"38, 40",,Sandro,/az/brands/sandro,Sandro,wom,20,,False,182926,182926-ca39ed7644519ca74a3e75b4baf47d1e.jpg,5,"182926-ca39ed7644519ca74a3e75b4baf47d1e.jpg, 182926-abe9ebdf38d26ad8a3a2521bcfb10c12.jpg, 182926-fd14367d81784c44b1fb798d83d65b55.jpg, 182926-e9813bb04c18ad5fa92de42b12ce418f.jpg, 182926-2b2443230ab536c2cee803e365d0a8b5.jpg",dress,RTW,,198.4,248,198.4,248,SFPRO02930,False,False,182926-abe9ebdf38d26ad8a3a2521bcfb10c12.jpg,198.4,False,248,/az/products/v-yaxali-printli-mini-don-182926,2023,it,False,IT,V-yaxalı printli mini don,2,Premium
1,34,,Givenchy,/az/brands/givenchy,Givenchy,wom,20,,False,182897,182897-10438b99666df41117315ec97c3a7f39.jpg,6,"182897-10438b99666df41117315ec97c3a7f39.jpg, 182897-827b52fb6ac546591e01fd87edb64bbc.jpg, 182897-d8f15c9ee7b0f89785ca04ce22f0374e.jpg, 182897-386836059735cbbf6ba918e79be207a9.jpg, 182897-4a368c2041a046f57eb327abd271f3bf.jpg, 182897-4e10d15cc5a7f8ccd407d20c2cc37f64.jpg",dress,WOMEN RTW,,976.8,1221,976.8,1221,BW21GZ14MW,False,False,182897-827b52fb6ac546591e01fd87edb64bbc.jpg,976.8,False,1221,/az/products/kurek-dekolteli-mini-don-182897,2023,it,False,IT,Kürək dekolteli mini-don,1,Premium
D46AA,"31, 24, 25, 28, 29, 30, 32, 33",,Guess,/az/brands/guess,GUESS,woman,30,,False,182895,182895-601e3fcfe7bf0ee815e8258a5f769dbe.jpg,5,"182895-601e3fcfe7bf0ee815e8258a5f769dbe.jpg, 182895-70f2ff064e118db9a9b45db563d8fc6d.jpg, 182895-11f45b467723b764bcc77e76b9b48200.jpg, 182895-92034aa9af6b51482cb0b783448e48ed.jpg, 182895-a7d372085d832de305b1b7a5362adfcf.jpg",jeans,,,117.6,168,117.6,168,W1GA46,False,False,182895-70f2ff064e118db9a9b45db563d8fc6d.jpg,117.6,False,168,/az/products/duz-bicimli-denim-salvar-182895,2021,denim,True,DENIM,Düz biçimli denim şalvar,8,Premium
1,26,,Re Done,/az/brands/re-done,Re Done,wom,20,,False,182894,182894-53d7f8973f6b05c13793fd94c5bde3c1.jpg,5,"182894-53d7f8973f6b05c13793fd94c5bde3c1.jpg, 182894-23a6d5cc6250ff481d723951d0c7c112.jpg, 182894-e958e95733a53838613dad7df04d4dcf.jpg, 182894-26c77fd6c38bd0d130e3b37df0d4781f.jpg, 182894-106171b2765b703688ea0c2a808c61f3.jpg",jeans,RTW,,260.8,326,260.8,326,141-03WHRSKBT,False,False,182894-23a6d5cc6250ff481d723951d0c7c112.jpg,260.8,False,326,/az/products/duz-bicimli-hundurbel-denim-salvar-182894,2023,denim,True,DENIM,Düz biçimli hündürbel denim şalvar,1,Premium
JP,38,,Rokh,/az/brands/rokh,Rokh,wom,20,,False,182892,182892-19f40ae67f39188a529eeab3ad88140b.jpg,5,"182892-19f40ae67f39188a529eeab3ad88140b.jpg, 182892-aae954f2b2808e43199d91b6b7b6ddd5.jpg, 182892-4f570e065012cea0a3c34d2b6bda9e8d.jpg, 182892-6a134c83cc2fc720973c693cbe071935.jpg, 182892-e414497466a45541ad83b117dddcca08.jpg",skirt,RTW,,311.2,389,311.2,389,R2CA162,False,False,182892-aae954f2b2808e43199d91b6b7b6ddd5.jpg,311.2,False,389,/az/products/satin-midi-etek-182892,2023,it,False,IT,Satin midi ətək,1,Premium
1,42,,Elie Saab,/az/brands/eliesaab,Elie Saab,wom,20,,False,182890,182890-07fffacaf6bc6651b0ce296e26e3faed.jpg,6,"182890-07fffacaf6bc6651b0ce296e26e3faed.jpg, 182890-fb3cfc376db69f40c4b294b891afd636.jpg, 182890-fe47ae76c03777a9b37d79aaccab9126.jpg, 182890-ac6ff1499f95dea120d3b10cd9ab655a.jpg, 182890-71949d699ecea529394e188a71cb82fb.jpg, 182890-a9cca325f24f5e278edd96d8eb798321.jpg",blouse,RTW,,870.4,1088,870.4,1088,13604,False,False,182890-fb3cfc376db69f40c4b294b891afd636.jpg,870.4,False,1088,/az/products/printli-bluz-182890,2023,it,False,IT,Printli bluz,1,Premium
4329,"44, 46",,Etro,/az/brands/etro,Etro,wom,20,,False,182888,182888-4f7f6588245c2c01eaea6cb4357cb74f.jpg,5,"182888-4f7f6588245c2c01eaea6cb4357cb74f.jpg, 182888-357157ad0f27896243b7a0a3648e6d98.jpg, 182888-9c6291d8dc1f96594d87f74a991cb290.jpg, 182888-8539f1e8e59b0c5de942f534ab04fc2e.jpg, 182888-d37fe818ac016fbd557a52018db9caab.jpg",trousers,RTW,,416,520,416,520,12233,False,False,182888-357157ad0f27896243b7a0a3648e6d98.jpg,416,False,520,/az/products/printli-enli-bicimli-salvar-182888,2023,it,False,IT,Printli enli biçimli şalvar,2,Premium
701,"40, 42",,Philosophy,/az/brands/philosophy,Philosophy,wom,20,,False,182884,182884-0b9b68ba7198f2af87904ed40cf3c3c8.jpg,5,"182884-0b9b68ba7198f2af87904ed40cf3c3c8.jpg, 182884-9be52836eb2975fbe986f71c826523ef.jpg, 182884-53c355f0cc99e30af07a0999438fa76b.jpg, 182884-71145666a86d0105d3179e4b9cd01dd1.jpg, 182884-6f3a5db3edc71594d587cbbbb62df9a7.jpg",sweater,RTW,,228.8,286,228.8,286,A0933,False,False,182884-9be52836eb2975fbe986f71c826523ef.jpg,228.8,False,286,/az/products/printli-kardiqan-182884,2023,it,False,IT,Printli kardiqan,2,Premium
9662,S,,Etro,/az/brands/etro,Etro,wom,20,,False,182878,182878-1d4a54584cdc8e262293d2f593e03337.jpg,5,"182878-1d4a54584cdc8e262293d2f593e03337.jpg, 182878-64a28b01d8e5d7e8b0a45cdade7dfe4c.jpg, 182878-7cf68d0003b1262b8fc00767072075f4.jpg, 182878-b89cd4decf6f591e3861f8594b3ef868.jpg, 182878-c9ce872d84fcaed5d6b5133bea675881.jpg",knitwear,RTW,,504,630,504,630,12544,False,False,182878-64a28b01d8e5d7e8b0a45cdade7dfe4c.jpg,504,False,630,/az/products/printli-pambiq-hudi-182878,2023,xl,False,XL,Printli pambıq hudi,1,Premium
1,"40, 40",,Givenchy,/az/brands/givenchy,Givenchy,wom,20,,False,182877,182877-436b975a9f2a4808f90c9a61713b0326.jpg,5,"182877-436b975a9f2a4808f90c9a61713b0326.jpg, 182877-af4397717df249b3f8b5f5b972c84ca2.jpg, 182877-570e9e7e1e6a54001c0061dc21966592.jpg, 182877-0644dff6341a4091983b735a2ec2007a.jpg, 182877-7184f368406a8439483573df47e6d514.jpg",skirt,WOMEN RTW,,648,810,648,810,BW40NF30XK,False,False,182877-af4397717df249b3f8b5f5b972c84ca2.jpg,648,False,810,/az/products/loqo-detalli-drapeli-etek-182877,2023,it,False,IT,Loqo detallı drapeli ətək,2,Premium
1,"24, 25, 28",,Re Done,/az/brands/re-done,Re Done,wom,20,,False,182876,182876-0325d7493a6283ee38c8c0953bfd4c58.jpg,5,"182876-0325d7493a6283ee38c8c0953bfd4c58.jpg, 182876-b9cffe948ff49b6a946851f91cc9b1cc.jpg, 182876-e534fc4f70ba294cae2fac4096f55926.jpg, 182876-1bb228b2f7e26600e86fe30873ead626.jpg, 182876-016fdeb8530d212cf7fa9d4d0fe1cf7b.jpg",shorts,RTW,,275.2,344,275.2,344,1007HRS,False,False,182876-b9cffe948ff49b6a946851f91cc9b1cc.jpg,275.2,False,344,/az/products/denim-sort-182876,2023,denim,True,DENIM,Denim şort,3,Premium
1,"38, 40",,Givenchy,/az/brands/givenchy,Givenchy,wom,20,,False,182872,182872-39a0c7278e7d7cbcc5d852536803351a.jpg,6,"182872-39a0c7278e7d7cbcc5d852536803351a.jpg, 182872-23b055d33c8a100cef8dc7d2e928dd74.jpg, 182872-2f45cfbeed2734ccdfce3a29140896a6.jpg, 182872-7371d56fd8f809df168b9a61064fee18.jpg, 182872-42f07c19d948bd247d9efa0fc4cab5ee.jpg, 182872-baa482c6e710cb69ec22aca6a0b6ca9f.jpg",top,WOMEN RTW,,648,810,648,810,BW611Y30XK,False,False,182872-23b055d33c8a100cef8dc7d2e928dd74.jpg,648,False,810,/az/products/drapeli-dizaynli-loqo-detalli-top-182872,2023,,,,Drapeli dizaynlı loqo detallı top,2,Premium
A156,"38, 42",,Patrizia Pepe,/az/brands/patrizia-pepe,Patrizia Pepe,wom,20,,False,182869,182869-aad89caeb5039cd8d91b37be0ea2335c.jpg,4,"182869-aad89caeb5039cd8d91b37be0ea2335c.jpg, 182869-810fcc12e0f922cc9c54b667ce211d38.jpg, 182869-a5baacf982a9e823d7639da4dc4255e3.jpg, 182869-ffd6b87eaca8bab77c66052a4d1564ea.jpg",dress,RTW,,345.6,432,345.6,432,2A2562,False,False,182869-810fcc12e0f922cc9c54b667ce211d38.jpg,345.6,False,432,/az/products/a-siluetli-midi-don-182869,2023,,,,A-siluetli midi-don,2,Premium
2DW3Z,25,,Emporio Armani,/az/brands/emporioarmani,Emporio Armani,wom,20,,False,182864,182864-4d000b39e52de43916915148bfb5475d.jpg,6,"182864-4d000b39e52de43916915148bfb5475d.jpg, 182864-d34cf4dd94219f5b5c56c2dc6bc532bf.jpg, 182864-959a9f2cef76c65fd371e14aaed2da1e.jpg, 182864-51531aa6c223b498dce98450040437a1.jpg, 182864-ec1062bdddfa57487cf23f5fb6190878.jpg, 182864-795aaa20e854a44a484c5876b0f26854.jpg",jeans short,READY TO WEAR,,158.4,198,158.4,198,3R2J77,False,False,182864-d34cf4dd94219f5b5c56c2dc6bc532bf.jpg,158.4,False,198,/az/products/denim-sort-182864,2023,denim,True,DENIM,Denim şort,1,Premium
E23CHALAMET,"34, 40",,Sandro,/az/brands/sandro,Sandro,wom,20,,False,182858,182858-9388d1e0f6ca9056b6684d371a6aae94.jpg,5,"182858-9388d1e0f6ca9056b6684d371a6aae94.jpg, 182858-7ee332ddc6c7b64837d7e824f9397a20.jpg, 182858-64fda887f49e33d941c96725d3f58452.jpg, 182858-6c6e71710f2173f9a7b1699aecb45e98.jpg, 182858-508f9d436d9785a398fdd72233fac039.jpg",pants,RTW,,146.4,183,146.4,183,SFPPA01122,False,False,182858-7ee332ddc6c7b64837d7e824f9397a20.jpg,146.4,False,183,/az/products/hundurbel-toxunma-salvar-182858,2023,it,False,IT,Hündürbel toxunma şalvar,2,Premium
XKCNW,XL,,Gucci,/az/brands/gucci,Gucci,wom,20,,False,182849,182849-a1d13cc953eb83524b286b03cbbb8ef5.jpg,6,"182849-a1d13cc953eb83524b286b03cbbb8ef5.jpg, 182849-0bd35a75b4b0d3b9ed8b36614e1438d4.jpg, 182849-bdda805f0e758c14d982441dfae6180d.jpg, 182849-7ba5c781074f8846645f390b6e676755.jpg, 182849-a613cd8c9b896473266ed67b6555131b.jpg, 182849-602b9415c69e626d7048b5177f95189e.jpg",top,WOMENS RTW,,561.6,702,561.6,702,727431,False,False,182849-0bd35a75b4b0d3b9ed8b36614e1438d4.jpg,561.6,False,702,/az/products/yun-top-182849,2023,xl,False,XL,Yun top,1,Premium
1,38,,Remain,/az/brands/remain,Remain,wom,20,,False,182838,182838-f2562f438818cb8667aee1da86185e09.jpg,4,"182838-f2562f438818cb8667aee1da86185e09.jpg, 182838-cbe82a8ba364793d31405a33a62f5560.jpg, 182838-7cf2b069fe5934b241419cb8d74f3251.jpg, 182838-d970057be2b033dae38cd6f82633d504.jpg",knitwear,RTW,,180,225,180,225,5002481812,False,False,182838-cbe82a8ba364793d31405a33a62f5560.jpg,180,False,225,/az/products/remain-birger-christensen-kardigan-182838,2023,it,False,IT,Birger Christensen kardigan,1,Premium
1,25,,Karl Lagerfeld,/az/brands/karllagerfeld,Karl Lagerfeld,wom,20,,False,182833,182833-4aeb34b452b2ec934129f9f2680b67ba.jpg,6,"182833-4aeb34b452b2ec934129f9f2680b67ba.jpg, 182833-19002fc3d3243847518d7a7a05789f05.jpg, 182833-d96498d9a707aa1ab7f06a71e49ca0b5.jpg, 182833-5d049459736adbf3a9f5acb4ff3e9726.jpg, 182833-10f8b519fe271b7dfd51f73e65b9c765.jpg, 182833-9789e037af5d1b29fe58a4ab16548e33.jpg",jeans,RTW,,118.4,148,118.4,148,230W1110,False,False,182833-19002fc3d3243847518d7a7a05789f05.jpg,118.4,False,148,/az/products/loqo-detalli-denim-salvar-182833,2023,denim,True,DENIM,Loqo detallı denim şalvar,1,Premium
TNV03,36,,Balenciaga,/az/brands/balenciaga,Balenciaga,wom,20,,False,182832,182832-54924c631eff1e176d00c7ad20cba087.jpg,5,"182832-54924c631eff1e176d00c7ad20cba087.jpg, 182832-eda45403eb07e0e7d0dc2672e0a14335.jpg, 182832-ad162b6862d633f36383d39074d45eea.jpg, 182832-6b7b476883adc1394c2df61a32c680cf.jpg, 182832-4f80f660b66566d7aa5612ec22148472.jpg",top,WOMEN'S RTW Woven,,1078,1078,1078,1078,725065,False,False,182832-eda45403eb07e0e7d0dc2672e0a14335.jpg,1078,False,1078,/az/products/aciq-ciyin-dizaynli-korset-top-182832,2023,it,False,IT,Açıq çiyin dizaynlı korset top,1,Premium
1,"8, 48",,Tory Burch,/az/brands/toryburch,Tory Burch,wom,20,,False,182805,182805-1010f83d12ed78d3f422334bc31e5428.jpg,5,"182805-1010f83d12ed78d3f422334bc31e5428.jpg, 182805-c81a7e6fc542212feffe08d91d608cfc.jpg, 182805-29b65b5da8b9f1cc93821dffd4fc0d45.jpg, 182805-545d04b96a4ee6da022a93d3d2e2c0cd.jpg, 182805-a9b3e11e842fdc2106bf1c193eb62d47.jpg",pants,RTW,,676.8,846,676.8,846,144748-001,False,False,182805-c81a7e6fc542212feffe08d91d608cfc.jpg,676.8,False,846,/az/products/duz-bicimli-yun-salvar-182805,2023,it,False,IT,Düz biçimli yun şalvar,2,Premium
S18199,L,,Maison Margiela,/az/brands/maison-margiela,Maison Margiela,wom,20,,False,182796,182796-9fe115e6300b05d33227117d4de14c9e.jpg,6,"182796-9fe115e6300b05d33227117d4de14c9e.jpg, 182796-5e906434bc9de5381897f48fa26d0d59.jpg, 182796-1c74f0ba8168f2e4a275cbad9a201679.jpg, 182796-f16c807427d082201468c31efae7a63d.jpg, 182796-c0b97625763d2f7f1e974baa9d164ef8.jpg, 182796-d05da394518ae52c91ab5cc0c6fb0651.jpg",knitwear,RTW,,708.8,886,708.8,886,S51HP0003,False,False,182796-5e906434bc9de5381897f48fa26d0d59.jpg,708.8,False,886,/az/products/yun-kardiqan-182796,2023,xl,False,XL,Yun kardiqan,1,Premium
1,"S, M",,I.D.Sarrieri,/az/brands/idsarrieri,I.D.Sarrieri,wom,30,,False,182795,182795-db6c986f9b0419fb4fc1e5bb3fb6f0e9.jpg,2,"182795-db6c986f9b0419fb4fc1e5bb3fb6f0e9.jpg, 182795-913c5f5d787961b08d62a4eb307159cb.jpg",bottom,Lingerie FW,,107.1,153,107.1,153,J2865,False,False,182795-913c5f5d787961b08d62a4eb307159cb.jpg,107.1,False,153,/az/products/gupurlu-dizaynli-tuman-182795,2021,xl,False,XL,Güpürlü dizaynlı tuman,2,Premium
0GEAF,S,,Diesel,/az/brands/diesel,Diesel,wom,20,,False,182788,182788-557df1757dc06cb024eefd60dca69d97.jpg,7,"182788-557df1757dc06cb024eefd60dca69d97.jpg, 182788-3bd1bed4f827e2c8a426ffe63c550725.jpg, 182788-611b696fa59e29cc38843f85e1faa3bc.jpg, 182788-eca8977593e7cb10aa868a7a3377e5be.jpg, 182788-1d4c9afd46fd89fdf65098df9951787d.jpg, 182788-a442a4328271fc6b406469c68cb02454.jpg, 182788-266d3e24b9217adf3d01a9a385369e55.jpg",skirt,RTW,,114.4,143,114.4,143,A09136,False,False,182788-3bd1bed4f827e2c8a426ffe63c550725.jpg,114.4,False,143,/az/products/baglanmali-printli-etek-182788,2023,xl,False,XL,Bağlanmalı  printli ətək,1,Premium
Z2V40,"S, XL, XS",,Guess,/az/brands/guess,GUESS,wom,20,,False,182787,182787-881e319674680fd72f54c436acef8386.jpg,4,"182787-881e319674680fd72f54c436acef8386.jpg, 182787-0ce6f9d128be8571307e939881f5cb50.jpg, 182787-22c5a4e70b28cdabd3fbe5023e1faf28.jpg, 182787-d56a60de8bcfc4ba80bb4928ae0b017c.jpg",dress,Guess Jeans,,90.4,113,90.4,113,W1YK0H,False,False,182787-0ce6f9d128be8571307e939881f5cb50.jpg,90.4,False,113,/az/products/aciq-ciyinli-mini-don-182787,2022,xl,False,XL,Açıq çiyinli mini don,3,Premium
1,L,,Dion Lee,/az/brands/dion-lee,Dion Lee,wom,20,,False,182786,182786-0e8888fd045d75c6d0f9aaa8a02f7ec7.jpg,5,"182786-0e8888fd045d75c6d0f9aaa8a02f7ec7.jpg, 182786-852073d9a6abdf3de9ff06564bd56c78.jpg, 182786-39ddf672e2d9926d526794cf134a8864.jpg, 182786-ed50ec6492afddea26b7fd373752dd17.jpg, 182786-a3403386d84ca21923d0b158e81c2dbb.jpg",top,RTW,,367.2,459,367.2,459,C7155R23,False,False,182786-852073d9a6abdf3de9ff06564bd56c78.jpg,367.2,False,459,/az/products/kesimlerle-qolsuz-top-182786,2023,xl,False,XL,Kəsimlərlə qolsuz top,1,Premium
11096,M,,Agua Bendita,/az/brands/agua-bendita,Agua Bendita,wom,20,,False,182776,182776-605031432aff6484c46014e550f5111f.jpg,2,"182776-605031432aff6484c46014e550f5111f.jpg, 182776-cfbaf8246d0137603fdab143cbcc875f.jpg",top,SWIMWEAR,,108,135,108,135,AF5117923-1,False,False,182776-cfbaf8246d0137603fdab143cbcc875f.jpg,108,False,135,/az/products/printli-bikini-ustu-182776,2023,xl,False,XL,Printli bikini üstü,1,Premium
1,S,,Petar Petrov,/az/brands/petar-petrov,Petar Petrov,wom,20,,False,182756,182756-5875a3f40b7aa8d771a2151399c24eb1.jpg,5,"182756-5875a3f40b7aa8d771a2151399c24eb1.jpg, 182756-9c50d228afccc1f9a82670cbe1ea2f99.jpg, 182756-98f879ed5547b939777d859d6b09e297.jpg, 182756-74be0adc0334ec38f0db991e35d5c9ff.jpg, 182756-570a70671b9cb7a0e107ead0b4d27964.jpg",blouse,RTW,,795.2,994,795.2,994,S23B21,False,False,182756-9c50d228afccc1f9a82670cbe1ea2f99.jpg,795.2,False,994,/az/products/asimmetrik-volanli-top-182756,2023,xl,False,XL,Asimmetrik volanlı top,1,Premium
0IJAC,"M, XS",,Diesel,/az/brands/diesel,Diesel,wom,20,,False,182742,182742-f9f388acbc40b2aa11f039b9cf63f938.jpg,5,"182742-f9f388acbc40b2aa11f039b9cf63f938.jpg, 182742-208895d7c358d88bee9e17118b359db1.jpg, 182742-b0da9be7ed80cda159bb5d7cf579d55f.jpg, 182742-479c8528e8c5cdf6be4c59989263eaed.jpg, 182742-9096bfb331a11e725d22103994745ad4.jpg",knitwear,RTW,,114.4,143,114.4,143,A09568,False,False,182742-208895d7c358d88bee9e17118b359db1.jpg,114.4,False,143,/az/products/printli-hudi-182742,2023,xl,False,XL,Printli hudi,2,Premium
WEE20,S,,Guess,/az/brands/guess,GUESS,wom,20,,False,182741,182741-30aeafc33970db6629a549c8f83876b2.jpg,5,"182741-30aeafc33970db6629a549c8f83876b2.jpg, 182741-2728664589d42f169a30d43ca2af04d5.jpg, 182741-064f81f87fe5edb62ee4bb8237b9574c.jpg, 182741-5c577fc27e01a068431f2fed9e611569.jpg, 182741-a5aaa8647ee46b055d6467f0b1591a94.jpg",shirt,Guess Jeans,,98.4,123,98.4,123,W2RH24,False,False,182741-2728664589d42f169a30d43ca2af04d5.jpg,98.4,False,123,/az/products/ipek-bluz-182741,2022,xl,False,XL,İpək bluz,1,Premium
YMZ1Z,S,,Armani Exchange,/az/brands/armaniexchange,Armani Exchange,wom,20,,False,182738,182738-5721e7c08b3bf4bd4eb50135c7e04287.jpg,4,"182738-5721e7c08b3bf4bd4eb50135c7e04287.jpg, 182738-a0595f7e71b4fe60722fb02936e7ca99.jpg, 182738-df39f8917e1d1d4943e6ad732324ee98.jpg, 182738-3315b95588d9f91af1d5fdf6cd21a637.jpg",dress,RTW,,124,155,124,155,3RYA1B,False,False,182738-a0595f7e71b4fe60722fb02936e7ca99.jpg,124,False,155,/az/products/monoqram-printli-mini-don-182738,2023,xl,False,XL,Monoqram printli mini-don,1,Premium
ELLESSE VAIL SKI VEST,XS,,Michael Kors,/az/brands/michaelkors,Michael Kors,wom,20,,False,182734,182734-bb5e0939eb3e41a4b467889d5bddbef1.jpg,5,"182734-bb5e0939eb3e41a4b467889d5bddbef1.jpg, 182734-47fa73515347d5e24e3477a40322e9cc.jpg, 182734-ad57d7fae6fe6ed8ab74edcd0e737b1e.jpg, 182734-966c6ec9e0573d4715ec231333db182d.jpg, 182734-c385e895f83debe1a188a6208a03ee72.jpg",outerwear,RTW,,200,250,200,250,MR320AK5KE,False,False,182734-47fa73515347d5e24e3477a40322e9cc.jpg,200,False,250,/az/products/siriqli-jilet-182734,2023,xl,False,XL,Sırıqlı jilet,1,Premium
A245,38,,Patrizia Pepe,/az/brands/patrizia-pepe,Patrizia Pepe,wom,20,,False,182733,182733-589dcf9bbbfd9f42842fc8e8bcb5ed7b.jpg,5,"182733-589dcf9bbbfd9f42842fc8e8bcb5ed7b.jpg, 182733-41a90b1a95a1d5048bc6fe70a8de205e.jpg, 182733-3fdf707c9eb2ae1300b20a61dd8bc7b9.jpg, 182733-7fd1a65fc15b6eeed112a98e920daabe.jpg, 182733-c3bebd1a7c6c195b438ef0f5e466e9b7.jpg",short,RTW,,183,183,183,183,2P1478,False,False,182733-41a90b1a95a1d5048bc6fe70a8de205e.jpg,183,False,183,/az/products/hundurbel-sort-182733,2023,it,False,IT,Hündürbel şort,1,Premium
YN3LZ,XS,,Armani Exchange,/az/brands/armaniexchange,Armani Exchange,wom,20,,False,182731,182731-0d13476128eb40e7d58938b070511a7e.jpg,6,"182731-0d13476128eb40e7d58938b070511a7e.jpg, 182731-a9b0a4f64508b50a5b4ad7dc5cf374e3.jpg, 182731-878037fc7250e2f5c710611ba1f1f844.jpg, 182731-83ad7ff7139c8e15820a89c107f5e1c4.jpg, 182731-a10fbb58f4102eea8fb57723cd637f86.jpg, 182731-d3db3bc993b9870e7c92f6a29eac65f7.jpg",skirt,RTW/Reorder,,134.4,168,134.4,168,3RYN20,False,False,182731-a9b0a4f64508b50a5b4ad7dc5cf374e3.jpg,134.4,False,168,/az/products/printli-midi-etek-182731,2023,xl,False,XL,Printli midi ətək,1,Premium
J013,XS,,Patrizia Pepe,/az/brands/patrizia-pepe,Patrizia Pepe,wom,20,,False,182719,182719-69e5a0708ab9faaa48e18c5098ef41d3.jpg,5,"182719-69e5a0708ab9faaa48e18c5098ef41d3.jpg, 182719-a6b82ec7229dffeb0e45ca88793c9f5b.jpg, 182719-9d6edc6467a8862216ddf273d6742bae.jpg, 182719-558d668b79d3837092f8f03c23904970.jpg, 182719-535f7ab04e23c75f6c0bf29260c72d18.jpg",t-shirt,RTW,,106.4,133,106.4,133,8M1418,False,False,182719-a6b82ec7229dffeb0e45ca88793c9f5b.jpg,106.4,False,133,/az/products/v-yaxali-uzunqol-t-shirt-182719,2022,xl,False,XL,V-yaxalı uzunqol T-shirt,1,Premium
